Name,Link,Type,Remote Testing,Adaptive/IRT,Test Type,Description,Languages,Job_levels,Completion_time
PJM Selection Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/,Individual Test Solutions,Yes,No,ACP,"The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection 
and/or development (e.g. Talent Audit).  It provides a highly visual profile of a candidate's strengths and limitations against identified required competencies. Includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual (by tabling Competency Potential against Job Importance for the role). It includes highly descriptive statements about a candidate's strengths and development  needs/limitations. 
The extended report versions include proposed competency-based interview questions 
to enable probing of specific situations in which the candidate might have 
demonstrated critical job behaviours. 
  
The PJM Report is designed for use by line managers and HR professionals in selection and 
development situations. It is valuable for identifying an individual's overall fit as well as likely areas of 
strength and weakness relative to their behaviour at work. 
 
In a selection context, this information can be used: For making interviewers aware of the areas that may need further probing. As a basis for suggesting and creating relevant interview questions. For identifying the relative strengths and weaknesses of shortlisted candidates.","Italian, English International, English (USA), Portuguese (Brazil), Latin American Spanish, French (Canada),","Mid-Professional, Manager,",NULL
Polymer Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.","English (USA),","Professional Individual Contributor, Graduate, Mid-Professional,",8
Power Electronics and Drives (New),https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.","English (USA),","Mid-Professional, Professional Individual Contributor, Graduate,",15
Power System Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,",12
Prism (New),https://www.shl.com/solutions/products/product-catalog/view/prism-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.","English (USA),","Mid-Professional, Professional Individual Contributor,",4
Production and Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,",13
Production Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,",10
Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,Individual Test Solutions,Yes,Yes,K,"The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for all programmers, this test covers the following topics:  Algorithms, Complex Data Types, Data Access, Productivity and Quality, Program Flow, Program Structure, Programming Paradigms, User Interface, Variables, Data Types, and Operators.","English (USA),","Mid-Professional, Professional Individual Contributor,",25
Project Management (2013),https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/,Individual Test Solutions,Yes,Yes,K,"The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is based on Project Management Institute's (PMI's), Project Management Body of Knowledge (PMBOK) Fifth Edition methodology. Designed for all professionals, this test covers the following topics: Project Communications Management, Project Cost Management, Project Human Resource Management, Project Management Characteristics, Project Management Methodologies, Project Procurement Management, Project Quality Management, Project Risk Management, Project Scope Management, Project Stakeholder Management, and Project Time Management.","English (USA),","Mid-Professional, Professional Individual Contributor,",30
Proofreading v1,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/,Individual Test Solutions,Yes,No,K,"This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors.","English International, English (USA),","Entry-Level, Mid-Professional,",6
Python (New),https://www.shl.com/solutions/products/product-catalog/view/python-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the knowledge of Python programming, databases, modules and library.","English (USA),","Mid-Professional, Professional Individual Contributor,",11
R Programming (New),https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,Individual Test Solutions,Yes,No,K,Multi-choice test that measures the knowledge of R programming and its application in statistics.,"English (USA),","Mid-Professional, Professional Individual Contributor,",13
ReactJS (New),https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/,Individual Test Solutions,Yes,No,K,"Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling.","English (USA),","Mid-Professional, Professional Individual Contributor,",10
Reading Comprehension - English v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/,Individual Test Solutions,Yes,Yes,A,"The Reading Comprehension - English 
assessment provides a general measure of 
English reading comprehension. This test is 
comprised of items that contain a passage 
that you must read in order to answer the 
question being asked. The questions focus 
on the candidate's ability to demonstrate an 
understanding of the passage. Questions 
may be specific in nature, with answers that 
can be found almost word for word in the 
passage.  For example, the question may ask 
for a date, name or place that can be found by 
closely reading through the passage. 
Alternatively, the questions may be general in 
nature, with answers that can be determined 
only by fully understanding the meaning of the 
passage. ""What is the theme of the 
passage?"" or ""What is the mood of the 
author?"" are examples of general questions 
the candidate may be asked.","English (USA),","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",35
